Date,Time,CrashCiudad,CrashPais,Operator,Flight #,OrigenCiudad,DestinoCiudad,Type,Registration,Cn_ln,Aboard,Fatalities,Ground,CrashLatitud,CrashLongitud,DestinoLatitud,DestinoLongitud,OrigenLatitud,OrigenLongitud,Summary
12/08/1972,, Delhi, India,Indian Airlines,,Athens,Vladivostok,Fokker F-27 Friendship 100,VT-DME,10175,18,18,0,286.572.914,772.272.603,431.152.835,1.318.854.009,339.595.974,-83.376.678,A half-hour after taking off  the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing.
11/16/1991,06:10, Destin, Florida,Baron Aviation,,Humiata,Moscow,Cessna 208B Caravan I Super Cargomaster,N951FE,208B-0058,1,1,0,303.935.337,-864.957.834,557.516.335,376.187.042,NaN, NaN,Crashed  while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi  well known conductor and  pianist.
08/07/1968,, Dharan, Saudi Arabia,Saudi Arabian Airlines,,Pohang,Kisangani,Convair CV-340-68B,HZ-AAZ,219,11,11,0,262.966.528,501.202.146,0.5184021,252.057.292,360.189.315,1.293.429.384,Pilot error.
9/13/1972,12:00, Dhulikhel, Nepal,Military - Royal Nepalese Air Force,,Kingston,Isfanan,Douglas C-47,9N-RF10,9950,31,31,0,27.618.922,85.552.918,NaN, NaN,-287.334.323,24.763.129,
04/05/1966,08:00, Di Linh, South Vietnam,Military - U.S. Army,,Perpignan,Isiro,Boeing CH47A (helicopter),64-13138,,20,20,0,115.807.423,108.074.616,27.742.702,276.208.169,426.953.868,28.844.713,
12/29/1967,, Dien Bien Phu, Vietnam,Military - U.S. Air Force,,Bogota via Neiva,Funchal,Lockheed C-130E-I Hercules,64-0547,4040,11,11,0,213.874.893,1.030.185,32.647.002,-169.095.257,292.521,-752.880.376,Crashed into Lone Peak while attempting to land at Salt Lake. Inability of the pilots to identify the south leg of the Salt Lake radio range due to a local staticondition which rendered both range receivers in the airplane inoperative.
9/27/1944,20:30, Dijon, France,Deutsche Lufthansa,,Victoria,Cairo,Focke-Wulf FW 200,D-AMHL,20,9,9,0,NaN, NaN,300.488.185,312.436.663,-365.986.096,1.446.780.052,The mail plane crashed into Early Creek Ridge  15 miles south of Kellogg  in a blizzard.
08/10/1992,, Dingxi, China,Wuhan Airlines,,Kano,Isparta,Avia 14M-40,B-4211,108807113,35,14,0,355.815.951,1.046.199.648,3.777.035,305.556.933,119.918.671,85.303.654,Crashed into trees in poor weather while attempting to land at Newark. Error on the part of the pilot for attempting to get down under the overcast without first definitely proving his position.  Improper dispatching for clearing the flight into an area of predicted bad weather  particularly when the area cleared through did not permit a safe return  and staticonditions encountered which rendered reception of the radio range signals over the airplane's range receivers unintelligible.
06/01/1945,, Dinjan, India,China National Aviation Corporation,,Cebu,Montreal,Douglas C-47,77,,4,4,0,NaN, NaN,455.115.944,-736.051.013,10.45,123.84,After an attempted go-around the right engine failed and the plane crashed and burst into flames into a corn field..
3/28/1933,14:30, Dixmude, Belgium,Imperial Airways,,Paris,Ivanovo,Armstrong Whitworth Argosy II,G-AACI,AW-363,15,15,0,5.103.411.425,286.258.531.472.663,485.095.002,203.599.774,488.565.056,23.521.334,
05/05/2007,, Dizangue, Cameroon,Kenya Airways,507,London,Khartoum,Boeing B-737-8AL,5Y-KYA,35071/2079,114,114,0,37.489.813,10.017.305,155.933.247,325.356.502,515.073.219,-0.1276474,While on approach to Burbank Airport  the airliner crashed into Rice Canyon  just south of Newhall.  It was raining with poor visibility. The aircraft flew into a hill loosing its wings  continued without wings across Rice Canyon and struck against a rocky wall of a bluff and dropped over a hundred feet to the bottom of the canyon.  Error on the part of the pilot in attempting to fly through the Newhall pass at an altitude lower than the surrounding mountains without first determining by radio  the existing weather.
3/17/2002,08:02, Djibouti, Republiof Djibouti,Djibouti Airlines,,Tulc‹¨«n,New York,Let 410UVP-E,J2-KBC,912537,4,4,0,1.185.677.545,427.577.845.199.437,NaN, NaN,NaN, NaN,Crashed as it landed in Phaleron Bay. Two passengers drowned. Poor visibility was blamed for the accident.
02/09/1970,, Dnepropetrovsk, Ukraine,Aeroflot,,Estrecho,Palay AFB,Tupolev TU-124,CCCP-45012,1350502,37,37,0,484.680.221,350.417.711,NaN, NaN,-24.502.824,-726.684.637,The mail plane crashed while en route.
3/14/1979,, Doha Airport, Qatar,Alia Royal Jordanian Airlines,600,Moscow,Jakarta,Boeing B-727-2D3,JY-ADU,20886/1061,64,45,0,252.607,515.646,-61.753.167,1.068.271.436,557.516.335,376.187.042,The plane disappeared while en route from  Lae to Howland Island. The aircraft had to be flown higher than expected due to storms which used extra fuel.  In addition  strong head winds were encountered.  The aircraft most likely ran out of fuel and ditched into the ocean 50 to 100 miles northwest of Howland Island. Amelia Earhart  40  and navigator Fred Noonan  killed.
08/01/1975,08:30, Doncello, Colombia,SATENA,,Novosibirsk,Delhi,Douglas DC-3,FAC-688,,21,21,0,16.815.919,-752.844.565,286.572.914,772.272.603,NaN, NaN,Crashed into a building on takeoff.
8/22/2006,15:30, Donetsk, Ukraine,Pulkovo Airlines,612,Yekaterinburg,Jamba,Tupolev Tu-154M,RA-851857,894,170,170,0,480.158.753,378.013.407,103.390.166,123.975.909,568.391.034,606.082.502,
03/12/1995,22:44, Douala, Cameroon,Cameroon Airlines,3701,Irkutsk,Kabul,Boeing B-737-2K9,TJ-CBE,23386/1143,78,72,0,405.372.875,966.430.682.570.031,345.197.058,691.624.302,522.895.979,1.042.805.843,The flying boat plunged into the ocean 20 miles off of Cristobal. The plane probably struck the water at high speed and was destroyed by an immediate explosion and fire.
9/22/1963,, Dover, Deleware,Military - U.S. Air Force,,Bunia,Souda Bay,Douglas C-133A,56-2002,45167,10,10,0,NaN, NaN,3.549.706,24.148.365.873.447,15.625,302.484.167,Crashed into a mountainside in a snowstorm.
5/30/1945,09:20, Drewin, Ivory Coast,Military - U.S. Army Air Forces,,Kharkiv,Jimma,Douglas C-47B-dK,44-76406,32738,21,21,0,532.785.252,131.037.465,8.051.086,371.326.289.641.648,499.902.794,362.303.893,Crashed while attempting to land. Heavy icing which rendered the plane uncontrollable.
06/06/1971,17:11, Duarte, California,Hughes Airwest  / Military - US Marine Air Corps,706,Goma,Johannesburg,McDonnell Douglas DC-9-31 / F4-B,N9345/151458,47441/503 / ,51,50,0,341.394.513,-1.179.772.873,-26.205,280.497.222,-16.665.893,292.256.875,Engine failure.
03/09/2008,20:20, Dubai, United Arab Emirates,Aerogulf,,Brussels,Mexico City,Bell 212,A6-AVL,,7,7,0,252.683.521,552.961.962,194.325.301,-991.332.102,5.084.404.145,436.720.169.448.285,The flying boat crashed while attempting to take off. The aircraft was named Cygnus.
03/04/1996,14:52, Dubrovnik, Croatia,Military - U.S. Air Force,21,Tripoli,Seattle,Boeing B-737-T43,73-1149,20696/347,35,35,0,NaN, NaN,476.038.321,-1.223.300.624,32.896.672,131.777.923,Crashed on takeoff.
2/22/2002,02:30, Dumaguete, Philippines,Military - U.S. Army,-,Istanbul,Juneau,MH-47 Chinook helicopter,92-0471,M-3719,10,10,0,NaN, NaN,NaN, NaN,410.096.334,289.651.646,The airship Hindenburg caught fire and burned while being moored at Lakehurst  New Jersey.  Possible causes were statidischarge which ignited leaking hydrogen or sabotage. It has been theorized that a sudden turn just before landing caused a steel cable to snap which punctured one of the hydrogen airbags. Thereafter  when mooring ropes were dropped to the ground  the cage was discharged setting up a statidischarge between the Hindenburg's outer skin and frame causing the hydrogen to ignite.
8/25/1942,14:00, Dunbeath, Scotland,Military - Royal Air Force,,Reykjav‹¨«_k,Bombay,Short Sunderland (flying boat),W4026,,14,13,0,582.478.611,-34.225.059,189.523.804,728.327.112,NaN, NaN,Bronislaw Hubermann  celibrated Polish violinist was sightly injured.
8/27/1983,, Dundo, Angola,Transamerica Airlines,,Donetsk,Cap Skiring,Lockheed L-100-30 Hercules,N17ST,4333,7,7,0,-73.749.148,208.337.256,1.239.821.835,-167.508.927.857.624,480.158.753,378.013.407,The aircraft crashed  into a potato field after possibly being struck by lightning and after an in-flight fire.
6/17/1929,, Dungeness, England,Imperial Airways,,El Obeid,Christchurch,Handley Page W-10,G-EBMT,W10/4,13,7,0,509.141.783,0.9728941,-43.530.955,1.726.366.455,131.833.657,30.222.559,Forced to ditch into the sea due to bad weather. One wing broke off due to high waves and 8 passengers hung on to the remaining wing until rescued.
1/17/1965,, Durango, Mexico,Aerovias del Norte,,Jackson Hole,Kaimana,Curtiss C-46,,,10,10,0,24.833.333,-104.833.333,NaN, NaN,43.684.103,-110.443.624.734.453,Crashed in poor weather conditions.
12/06/1980,, Dushanbe, Russia,Aeroflot,,Colombo,Main AB,Yakovlev YAK-40,CCCP-87689,9910403,29,29,0,385.346.847,687.801.624,49.731.352,-1.132.644.766,6.934.287,798.532.704,Crashed and burned in dense fog while enroute.
8/23/1954,11:35, Dutch Coast, North Sea,KLM Royal Dutch Airlines,,Banjarmasin,Manila,Douglas DC-6B,PH-DFO,43556/257,21,21,0,44.629.259,-124.061.734.959.282,145.906.216,1.209.799.696,-33.197.681,114.591.343,
01/07/1947,, Eaeka, French Cameroons,Air France,,Calcutta,Lubumbashi,Junkers JU-52/3m,F-BALF,91,13,13,0,NaN, NaN,-116.642.316,274.826.264,22.568.746,883.462.999,The aircraft crashed into San Francisco Bay  approximately 2 miles offshore  while on approach. The accidental jamming of the elevator controls as the result of the co-pilot's microphone being inadvertently dropped and lodged between the elevator control column and the seat rail in such a way that the crew was unable to prevent rapid descent of the airplane. First accident involving a DC-3.
11/09/1991,10:03, Eagle Lake, Texas,Continental Express,2574,Kamina,Moscow,Embraer 120RT Brasilia,N33701,120-077,14,14,0,295.896.836,-963.335.769,557.516.335,376.187.042,-87.364.475,249.952.371,The plane struck a power pole while taking off from Daytona and crashed to the ground 600 feet from the first point of impact. The absence of reasonable notice to those operating and navigating the aircraft that an object had been erected which constituted a hazard to the aircraft taking off.
3/13/1967,17:10, East London, South Africa,South African Airways,406,Baku,Kulu,Vickers Viscount 818,ZS-CVA,317,25,25,0,-330.191.604,278.998.573,3.900.987.075,330.420.640.886.424,34.167.665,238.159.499,The plane crashed into the side of a mountain (Humpy Ridge)  in level flight at 10 000 ft. under adverse weather conditions. Staticonditions encountered in the last portion of the flight which rendered the reception of radio range signals unintelligible. The continuation of the flight into mountainous country at an altitude below of higher mountains without the aid of ground visibility or radio signals to definitely identify position. A change in the weather caused by the approach of an unpredicted cold front.
7/17/1996,20:31, East Moriches, New York,Trans World Airlines,800,Rota,Farah,Boeing B-747-131,N93119,20083/153,230,230,0,408.050.989,-727.609.336,32.607.111,62.671.011,141.549.037,1.452.047.723,
11/08/1955,14:20, Edelweiler, West Germany,Military - U.S. Air Force / Military - U.S. Air Force,,Bulchi,Kano,Fairchild C119G / Fairchild C119G,53-3222/53-7841,,66,66,0,485.376.642,85.424.723,119.918.671,85.303.654,363.231.001,748.732.983,
10/27/1948,16:50, Edmonton, Canada,Northwest Orient Airlines,6427,Phalaborwa,Beirut,Douglas C-54A,NC88785,10406,5,2,0,535.343.609,-1.135.065.085,338.959.203,3.547.843,-239.485.017,31.137.577,The aircraft crashed into Pinetos Peak  4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer  Martin Johnson  52  killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital.
11/24/1956,, Eglisau, Switzerland,Ceskoslovenske Aerolinie,,Tapachula,Salisbury,Ilyushin IL-12B,OK-DBP,93013517,23,23,0,475.733.207,85.239.827,510.736.612,-17.951.176,149.099.409,-922.649.713,The German mail plane crashed into a swamp.
7/15/1996,18:00, Eindhoven, The Netherlands,Military - Belgian Air Force,,Ferrying fire fighters,Salisbury,Lockheed C-130H,CH-06,4473,41,34,0,5.144.855.695,545.012.257.185.714,510.736.612,-17.951.176,NaN, NaN,Hit the ground prematurely while attempting to land.
03/05/2009,12:00, El Alto de Rubio, Venezuela,Military - Venezuelan Army,,Anchorage,Karkov,Mi-35,EV08114 ,,18,18,0,428.639.287,-8.470.399,492.928.928,210.479.357,61.218.056,-1.499.002.806,The plane was 10 minutes from landing at Vienna when it was told to change course by the Prague airport controller. The change took the plane into mountainous terrain in snowy conditions. The plane impacted Hutska Hora mountain at an alitiude of 3 300 feet. The cause was never determined. Possibly a naviational error or for political reasons.
07/08/1977,, El Bolson, Argentina,LADE,,Anchorage,Jeddah,de Havilland Canada DHC-6 Twin Otter 200,T-87,230,6,6,0,-270.082.762,-667.427.714,215.822.247,391.640.396,61.218.056,-1.499.002.806,Crashed into the high Sierra after encountering a severe weather front while en route. The pilot radioed that ice was forming on the DC-2's wings as it neared the Tehachapi Mountains near Bakersfield and that he was turning back towards the north to land at Fresno. The aircraft sheared off the tops of pine trees and crashed 200 feet below a summit. The wreckage was not found until 6/12/38.
8/17/1960,23:45, El Kelaa, Morocco,Military - French Naval Aviation,,Bangkok,Kathmandu,Avro Lancaster 1,WU-26,,20,20,0,367.209.391,59.273.344,277.076.762,853.148.882,135.859.219,100.416.086.601.645,Missing. One postal bag found in a glacier.
08/10/1947,07:55, El Paso, Texas,American Airlines,311,Yoff,Kathmandu,Douglas DC-4,NC90432,10314/DC45,54,0,0,318.111.305,-106.501.349.295.577,277.076.762,853.148.882,NaN, NaN,
4/17/1957,08:30, El Quweira, Jordan,Military -Royal Air Force,,Wellington,New Deli,Vickers Valetta C-Mk.1,VW832,,24,24,0,NaN, NaN,388.524.012,-1.069.529.611,-412.887.639,1.747.772.239,The two aircraft crashed in mid-air in heavy rain and darkness and crashed into the sea.
10/01/1954,09:50, Elba, Italy,British Overseas Airways,781,Tual,Kathmandu,de Havilland DH106 Comet 1,G-ALYP,6003,35,35,0,136.863.551,446.350.666,277.076.762,853.148.882,-55.895.059,132.823.647,
9/29/1960,12:15, Elba, Italy,United Arab Airlines,738,Ramstein AB,New Delhi,Vickers Viscount 739B,SU-AKW,427,21,21,0,427.715.975,10.295.305,286.138.967,772.159.562,4.944.094.805,760.207.952.354.681,Crashed in fog within a few miles of it's destination near Bourget Airport.
8/31/1948,, Elizabethville, Belgium Congo,Sabena,,Kalibo,Colombo,Douglas DC-3 (Douglas C-47A-10-DK),OO-CBL,12420,13,13,0,427.715.975,10.295.305,6.934.287,798.532.704,1.179.354.705,122.441.378.328.848,The mail plane crashed into the Pyrenees mountains while en route.
10/30/1991,14:30, Ellesmere Island, NWT,Military - Royal Canadian Air Force,,Kamina,Athens,Lockheed CC-130E,130322,4192,18,5,0,405.489.742,-768.119.151,339.595.974,-83.376.678,-87.364.475,249.952.371,Icing on the wing caused the plane to crash close to the plane's destination.
06/05/2007,09:10, El-Thamad, Egypt,Military - French Air Force,,Peking,Kerman,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9,9,0,830.401.008,-697.943.441,302.924.363,570.646.827,399.059.093,1.163.913.489,Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him.
8/23/1979,, Enisseysk, USSR,Aeroflot,,Delhi,Petropavlovsk,Antonov AN-12,CCCP-12963,9346407,16,11,0,NaN, NaN,548.668.104,691.334.984,286.572.914,772.272.603,The airship crashed while on a trial flight in preparation of rescuing  Russian scientists on an ice floe in Greenland. The airship crashed into the side of a mountain.
06/02/1996,20:20, Ensenada, Mexico,AÇ¸rotaxi Cachanilla,,Kandahar,Moscow,Cessna 500 Citation,XA-SLQ,500-0111,8,8,0,31.860.742,-1.166.248.246,557.516.335,376.187.042,316.257.334,657.145.053,Crashed en route
11/28/1983,, Enugu, Nigeria,Nigeria Airways,,Tripoli,Nyala,Fokker F-28 Fellowship 2000,5N-ANF,11090,72,53,0,64.499.833,75.000.007,120.505.098,248.795.115,32.896.672,131.777.923,Struck Stroh peak at 3 300 feet in Mint Canyon  27 minutes after taking off from Burbank Airport. The aircraft struck a ridge  bounded over a ravine and struck a second ridge  broke up and burst into flames.
2/27/1988,10:25, Ercan, Cyprus,Talia Airways,,Tehran,Juba,Boeing B-727-2H9A,TC-AKD,20930/1044,15,15,0,521.039.199,93.685.531,48.472.017,315.951.655,356.860.984,514.223.608,The mail plane crashed while taking off.
5/26/1998,09:30, Erdenet, Mongolia,MIAT - Mongolian Airlines,,Kariba,Khartoum,Harbin Yunshuji Y-12 II,JU-1017,,28,28,0,NaN, NaN,155.933.247,325.356.502,-16.527.274,287.755.479,An uncontrollable fire developed in the right engine and the pilot decided to make an emergency landing rather than try to reach Cleveland Airport. The plane struck trees in level flight 8.5 miles east of Cleveland Airport. A fire in the right engine accessory section which resulted from the failure of a cylinder barrel and was fed from the right engine oil supply.
7/19/1985,03:43, Erie, Pennsylvania,Air Ohio - Air Taxi,21,Kariba,Khe Sanh,Aerostar 601,N71MA,,2,2,0,NaN, NaN,166.295.919,1.067.376.807,-16.527.274,287.755.479,
03/03/1974,11:41, Ermenonville, France,Turkish Airlines (THY),981,Moscow,Peshawar,McDonnell Douglas DC-10-10,TC-JAV,46704/29,346,346,0,491.258.749,26.957.344,NaN, NaN,557.516.335,376.187.042,
4/13/1982,14:40, Erzurum, Turkey,Military - U.S. Air Force,,Athens,Mazar i sharif,Lockheed C-130H,74-1678,4645,27,27,0,397.581.897,414.032.241,367.113.366,671.087.511,379.841.493,237.279.843,An hour after leaving Santiago  radio contact with the flight was lost  as it had crashed in the high Andes.  It was not found until February 1941  by indians  who plundered the aircraft and the dead passengers looking for valuables.
12/30/1951,22:07, Fairbanks, Alaska,Transocean Air Lines,501,Bangkok,Khorramabed,Curtiss C 46F-CU,N68963,22485,4,4,0,648.377.802,-1.477.163.952,NaN, NaN,135.859.219,100.416.086.601.645,Crashed and burst into flames shortly after taking off from Dum Dum.
08/09/1958,, Fairchild AFB, Washington DC,Military - U.S. Air Force / U.S. Air Force,,Pokhara,Kinshasa,Boeing B-52 / Boeing B-52,56-661 / 56-681,,16,13,0,4.761.642.755,-117.646.988.665.247,-43.217.055,153.125.974,NaN, NaN,The flying boat crashed into the Tyrrhenian Sea after the collapse of a wing.
05/08/1950,22:00, Fairfield, California,Military - U.S. Air Force,,Katmandu,Brazzaville,Boeing B-29MR,46-87651,,20,12,7,382.493.581,-1.220.399.663,-42.694.407,152.712.256,277.076.762,853.148.882,Crashed after being struck by lightning.
09/09/1969,14:29, Fairland, Indiana,Allegheny Airlines / Forth Corporation,853,Simra,Lubumbashi,MD Douglas DC-9-31/Piper Cherokee PA-28,N988VJ/N7374J,47211/357 / ,83,83,0,390.762.198,-769.577.534,-116.642.316,274.826.264,271.649.765,849.787.149,One aircraft from a squadron performing aerobatics before a large crowd crashed into the grandstands. A gust of wind caused the aircraft to lose control during a looping maneuver.
06/08/1966,23:12, Falls City, Nebraska,Braniff Airlines,250,Kathmandu,Kirkville,BAC One-Eleven 203AE,N1553,70,42,42,0,400.608.352,-956.019.294,NaN, NaN,277.076.762,853.148.882,Flew into a hillside soon after takeoff from Kisumu. The ship was named 'Amalthea.'
12/21/1990,12:20, False Pass, Alaska,MarkAir Commuter,,Jeddah,Isiro,Cessna 208 Caravan I,N9444F,208-00104,1,1,0,548.525.566,-1.634.147.747,27.742.702,276.208.169,215.822.247,391.640.396,The plane crashed into the ocean while en route between Guam and Manilla. The last known position was 12.27 N  130.40 W or 582 nm east southeast of Manila at 04:00 GCT. Cause unknown. The plane may have been hijacked by the Japanese and flown to Truk Island where the crew and passengers were murdered. The aircraft was named 'Hawaii Clipper.'
01/09/1995,12:00, Farewell, Alaska,North Star Air Cargo,,Chania,Medford,Shorts SC-7 Skyvan,N30GA,SH-1839,1,1,0,365.011.734,-913.615.249,423.264.181,-1.228.718.605,355.141.834,240.181.459,
06/09/1952,15:40, Farnsborough, England,Private - de Havilland Aircraft,,Dubai,Craig,de Havilland 110,WG235,,1,1,52,430.189.591,-811.980.276,55.489.642,-133.128.851.177.985,252.683.521,552.961.962,
3/23/1994,14:30, Fayetteville, North Carolina,Military - U.S. Air Force / Military U.S. Air Force,,Sightseeing,Phuket,GD F-16D / Lockheed C-130E,88-0171/6810942,1D-25 / 4322,7,0,23,36.111.508,-942.098.667.222.748,7.715.984,98.322.126.372.155,433.513.484,199.729.208,While taking off from Billings  the airplane left the ground in a stalled condition from which the pilot attempted to recover by use of full emergency power. Emergency power was not available because of improper adjustment of the stop which had been placed on the quadrant of the propeller pitch control levers  preventing the levers from going to the full low pitch position. As a result of the stalled condition  the airplane fell off on the right wing and crashed at a point 1 100 feet beyond the NE runway  the pilot having cut the switch just prior to the impact.
9/20/1990,, Fernando de Noronha, Brazil,SUDENE,,Khabarovk,Kohat,Embraer 110P1 Bandeirante,PT-FAW,110368,12,12,0,-385.569.145,-324.226.001.731.453,335.967.144,714.399.944,NaN, NaN,Crashed into the sea near Okinawa due to engine failure.
03/08/1953,02:28, Fethiye Point, Turkey,Air France,,Dnepropetrovsk,Nagoya,Lockheed L- 749A Constellation,F-BAZS,2628,42,4,0,366.253.817,292.090.040.259.769,35.183.333,136.9,484.680.221,350.417.711,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived.
02/10/1935,, Finders Island, Australia,Holyman Airways,,Test flight,Maputo,de Havilland DH-86,VH-URT,2312,5,5,0,4.138.315.025,-836.176.406.954.507,-259.662.133,325.674.498,372.363.025,-1.158.118.046,Flew into a mountain wave after taking off  went into a dive and crashed into Guanabara Bay.
10/29/1952,08:30, Flagstaff, Arizona,Military - U.S. Air Force,,Sharjah,Birgas,Boeing KC-97G Stratofreighter,52-2711,16733,16,16,0,35.199.458,-1.116.514.259,300.356.295,312.334.064,2.521.749.685,557.954.410.161.088,Caught fire after a ground looping.
09/07/1956,13:53, Flat Rock, Michigan,Trans Canada Air Lines,304,Khartoum,Kopinang,Vickers Viscount,CF-TGR,55,35,1,0,NaN, NaN,NaN, NaN,155.933.247,325.356.502,The sea plane crashed shortly after taking off.
12/07/1945,14:36, Florence, South Carolina,Eastern Air Lines / Military - U.S. Army Air Corps,45,Kassala,Kotzebue,Douglas DC-3-201C /  Army A-26,NC25647,2235,10,3,0,437.698.712,112.555.757,668.982.057,-1.625.977.621,1.541.184.715,356.587.081.532.383,While en route from Hong Kong to Chungking  the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin.
3/28/1985,09:50, Florencia, Colombia,SATENA,,Hue,Moscow,Fokker F-28 Fellowship 3000,FAC-1140,11165,46,46,0,437.698.712,112.555.757,557.516.335,376.187.042,471.817.585,195.060.937,Crashed into a cane field while attempting to land when the pilot swerved to avoid a tractor.
10/27/1951,19:00, Flores, Guatemala,Military - Guatemalan Air Force,,Khewra,Abakan,Douglas C-47,FAGO961,,27,25,0,1.716.434.955,-895.236.884.875.088,537.152.883,914.388.763,32.629.181,730.225.154,The flying boat struck the breakwater at 60 miles an hour and burst into flames while attempting to take off.
10/01/1995,, Flores Island, Inodnesia,Merpati Nusantara Airlines,6715,Kabul,Mirny,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,390,14,14,0,4.932.297.555,-126.156.058.716.101,-665.528.889,930.096.667,345.197.058,691.624.302,Crashed on a second test flight.
3/22/1951,, Florianopolis, Brazil,Cruzeiro,,Tehran,Kuala Lumpur,Douglas DC-3,PP-CCX,7341,14,3,0,NaN, NaN,31.387.103,101.682.099.528.432,356.860.984,514.223.608,Struck a dyke near Schiphol Airport and caught fire while taking off.
07/06/1949,14:00, Florianpolis, Brazil,Military - Brazilian Air Force,,Kindu,Puerto Obaldia,Douglas C-47B,C-47-2023,,27,27,0,NaN, NaN,86.862.602,-775.243.988,-29.493.766,259.184.499,The aircraft crashed 12 miles northeast of Bozeman after experiencing structural failure of the tail. There was severe turbulence reported in the area at the time of the accident. The structural failure of the upper vertical fins and rudders due to flutter 'natural resonance  or period of vibration' which resulted in the separation of the rudder and fins and loss of control of the aircraft.
03/06/1922,, Folkestone, England,Cie des Messageries Aeriennes,,Pointe,Kunming,Bleriot Spad 27,F-CMAY,1254,3,3,0,510.887.105,11.663.557,250.515.153,1.027.017.638,467.791.043,-907.865.786,
6/19/1954,, Folkestone, England,Swissair,,Kinshasa,Helsinki,Convair CV-240-4,HB-IRW,61,9,3,0,510.887.105,11.663.557,601.666.277,249.435.079,-43.217.055,153.125.974,
09/06/1950,19:00, Fonseca, Colombia,New Tribes Mission,,St. Louis,Nicosia,Douglas DC-3-178,N16030,1546,15,15,0,1.084.200.945,-727.820.257.353.363,NaN, NaN,386.272.733,-901.978.889,The plane was carrying Hungarian journalists.
04/03/1988,06:37, Fontainebleau, France,Transport Arien Transregional,230,Transporting troops,Kimpo AB,Fairchild FH-227B,F-GCPS,546,23,23,0,484.049.375,27.015.872,NaN, NaN,NaN, NaN,The aircraft broke-up in midair and crashed to the ground.Airport.
12/04/1938,, Formia, Italy,Ala Littoria,,Bangboka,L'vov,Junkers JU-52,I-BAUS,4063,19,19,0,NaN, NaN,NaN, NaN,NaN, NaN,Crashed into Mt. Daodenong while en route
10/14/1994,22:00, Formoso do Aragala, Brazil,Military - Brazilian Air Force,,Redmond,La Coruna,Lockheed C-130E,C-130-2460,4293,21,21,0,NaN, NaN,53.205.805,-737.533.785,476.694.141,-1.221.238.767,The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or six crew members were ever found. The aircraft was named 'Samoan Clipper.'  Pan American's first pilot  Captain Edwin C. Musick  killed.
2/22/1964,04:50, Forsyth, Montana,Commercial Air Taxi,,Ketchikan,Lago Agrio,Beechcraft C35,N1800D,,2,2,0,34.235.309,-841.335.644,0.0849558,-76.883.504,553.430.696,-1.316.466.819,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg.
2/14/1956,, Fort Chimo, Canada,Spartan Air Services,,Hat Yai,Bacolod,Douglas C-47-DL,CF-BZH,6079,3,2,0,581.037.948,-684.057.159,106.762.836,1.229.513.786,70.030.951,1.004.567.271,The mail plane crashed several minutes after taking off from Regina
7/17/1994,21:45, Fort de France, Martinique,Air Martinique,,Islamabad,Fort de France,Britten-Norman BN-2B-26 Islander,8P-TAD,2152,6,6,0,146.037.193,-610.767.677,146.037.193,-610.767.677,336.945.756,730.643.744,During takeoff the aircraft hit a palm tree and burst into flames due to engine failure.
09/11/1935,04:40, Fort Worth, Texas,Braniff Airlines,,Taipe,Tamarindo,Lockheed Vega,NC980Y,,1,1,0,32.753.177,-973.327.459,9.426.528,-751.833.575,250.375.167,1.215.637,The flying boat crashed on Lake Ramadi.
06/05/1981,10:50, Fredrick, Maryland,Military - U.S. Air Force,,Lusaka,La Macarena,Boeing EC-135N,61-0328,18235,21,21,0,34.274.179,-877.109.099,376.357.664,-60.295.265,-154.166.967,282.813.812,The aircraft ran out of fuel and ditched into the ocean. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers  charged with the responsibilities of directing the operation of the trip  to properly safeguard the flight  resulting in forced landing of the aircraft at sea due to exhausted fuel supply.
